"CALENDAR.YEAR","CATEGORY","AGENCY.NAME","X1..PIT.OFFSET.COUNT","X1..PIT.OFFSET.AMOUNT","X2..LOTTERY.OFFSET.COUNT","X2..LOTTERY.OFFSET.AMOUNT","X3..UNCLAIMED.PROPERTY.OFFSET.COUNT","X3..UNCLAIMED.PROPERTY.OFFSET.AMOUNT","Total.OFFSET.COUNT","Total.OFFSET.AMOUNT","AGENCY_CLEAN","Year","PIT_Count","PIT_Amount","Lottery_Count","Lottery_Amount","UCP_Count","UCP_Amount","Total_Count","Total_Amount","Lottery_UCP_Amount","Lottery_UCP_Count"
"CY2022","2 - CITY","CITY OF KINGSBURG 2","2","$386.00","","","","","2","$386.00","CITY OF KINGSBURG",2022,2,386,0,0,0,0,2,386,0,0
"CY2022","2 - CITY","CITY OF WATERFORD 15","15","$3,251.00","1","$220.00","","","16","$3,471.00","CITY OF WATERFORD",2022,15,3251,1,220,0,0,16,3471,220,1
"CY2022","2 - CITY","CITY OF BELL GARDENS 524","524","$68,335.02","3","$576.00","3","$172.80","530","$69,083.82","CITY OF BELL GARDENS",2022,524,68335.02,3,576,3,172.8,530,69083.82,748.8,6
"CY2022","2 - CITY","CITY OF BELL 10","10","$1,560.73","","","1","$280.00","11","$1,840.73","CITY OF BELL",2022,10,1560.73,0,0,1,280,11,1840.73,280,1
"CY2022","2 - CITY","CITY OF MAYWOOD 328","328","$48,139.56","1","$88.00","5","$219.01","334","$48,446.57","CITY OF MAYWOOD",2022,328,48139.56,1,88,5,219.01,334,48446.57,307.01,6
"CY2022","2 - CITY","CITY OF MILLBRAE 46","46","$6,440.93","","","1","$14.00","47","$6,454.93","CITY OF MILLBRAE",2022,46,6440.93,0,0,1,14,47,6454.93,14,1
"CY2022","2 - CITY","CITY OF MONTEREY 309","309","$31,101.62","2","$268.00","3","$265.45","314","$31,635.07","CITY OF MONTEREY",2022,309,31101.62,2,268,3,265.45,314,31635.07,533.45,5
"CY2022","2 - CITY","CITY OF OCEANSIDE 1,568","1,568","$271,393.47","8","$1,781.00","15","$1,718.70","1,591","$274,893.17","CITY OF OCEANSIDE",2022,1568,271393.47,8,1781,15,1718.7,1591,274893.17,3499.7,23
"CY2022","2 - CITY","CITY OF WOODLAND 162","162","$22,929.13","2","$282.00","1","$81.00","165","$23,292.13","CITY OF WOODLAND",2022,162,22929.13,2,282,1,81,165,23292.13,363,3
"CY2022","2 - CITY","CITY OF YUCAIPA 6","6","$986.00","","","","","6","$986.00","CITY OF YUCAIPA",2022,6,986,0,0,0,0,6,986,0,0
"CY2022","2 - CITY","CITY OF FIREBAUGH 26","26","$1,370.00","","","","","26","$1,370.00","CITY OF FIREBAUGH",2022,26,1370,0,0,0,0,26,1370,0,0
"CY2022","2 - CITY","CITY OF SANTA BARBARA CODE 6","6","$6,298.99","","","","","6","$6,298.99","CITY OF SANTA BARBARA CODE",2022,6,6298.99,0,0,0,0,6,6298.99,0,0
"CY2022","2 - CITY","CITY OF CAMARILLO 189","189","$36,870.49","","","3","$281.96","192","$37,152.45","CITY OF CAMARILLO",2022,189,36870.49,0,0,3,281.96,192,37152.45,281.96,3
"CY2022","2 - CITY","CITY OF CHICO 157","157","$18,545.55","","","1","$7.26","158","$18,552.81","CITY OF CHICO",2022,157,18545.55,0,0,1,7.26,158,18552.81,7.26,1
"CY2022","2 - CITY","CITY OF DIAMOND BAR 129","129","$26,007.02","","","2","$1,050.00","131","$27,057.02","CITY OF DIAMOND BAR",2022,129,26007.02,0,0,2,1050,131,27057.02,1050,2
"CY2022","2 - CITY","CITY OF VENTURA 362","362","$54,614.96","1","$235.00","5","$550.78","368","$55,400.74","CITY OF VENTURA",2022,362,54614.96,1,235,5,550.78,368,55400.74,785.78,6
"CY2022","2 - CITY","TOWN OF COLMA 46","46","$7,289.68","","","","","46","$7,289.68","TOWN OF COLMA",2022,46,7289.68,0,0,0,0,46,7289.68,0,0
"CY2022","2 - CITY","CITY OF ROCKLIN 19","19","$3,333.00","","","1","$10.00","20","$3,343.00","CITY OF ROCKLIN",2022,19,3333,0,0,1,10,20,3343,10,1
"CY2022","2 - CITY","SANTA BARBARA ADMIN/SNAP 1","1","$350.00","","","","","1","$350.00","SANTA BARBARA ADMIN/SNAP",2022,1,350,0,0,0,0,1,350,0,0
"CY2022","2 - CITY","CITY OF CLEARLAKE 304","304","$113,543.99","3","$2,260.00","8","$739.99","315","$116,543.98","CITY OF CLEARLAKE",2022,304,113543.99,3,2260,8,739.99,315,116543.98,2999.99,11
"CY2022","2 - CITY","CITY OF SHAFTER 15","15","$2,368.00","","","","","15","$2,368.00","CITY OF SHAFTER",2022,15,2368,0,0,0,0,15,2368,0,0
"CY2022","2 - CITY","CITY OF BARSTOW 34","34","$7,579.83","","","1","$2.33","35","$7,582.16","CITY OF BARSTOW",2022,34,7579.83,0,0,1,2.33,35,7582.16,2.33,1
"CY2022","2 - CITY","CITY OF NEEDLES 8","8","$1,340.00","","","","","8","$1,340.00","CITY OF NEEDLES",2022,8,1340,0,0,0,0,8,1340,0,0
"CY2022","2 - CITY","CITY OF CLOVIS 90","90","$8,584.12","1","$55.00","","","91","$8,639.12","CITY OF CLOVIS",2022,90,8584.12,1,55,0,0,91,8639.12,55,1
"CY2022","2 - CITY","CITY OF LOMITA 253","253","$62,095.59","5","$1,055.00","6","$573.90","264","$63,724.49","CITY OF LOMITA",2022,253,62095.59,5,1055,6,573.9,264,63724.49,1628.9,11
"CY2022","2 - CITY","CITY OF DANA POINT ADMIN 3","3","$5,000.00","","","","","3","$5,000.00","CITY OF DANA POINT ADMIN",2022,3,5000,0,0,0,0,3,5000,0,0
"CY2022","2 - CITY","CITY OF YUBA CITY 47","47","$11,516.11","1","$861.00","1","$0.09","49","$12,377.20","CITY OF YUBA CITY",2022,47,11516.11,1,861,1,0.09,49,12377.2,861.09,2
"CY2022","2 - CITY","CITY OF SOUTH PASADENA 78","78","$11,167.47","","","","","78","$11,167.47","CITY OF SOUTH PASADENA",2022,78,11167.47,0,0,0,0,78,11167.47,0,0
"CY2022","2 - CITY","CITY OF UPLAND 232","232","$29,735.78","1","$75.00","3","$841.19","236","$30,651.97","CITY OF UPLAND",2022,232,29735.78,1,75,3,841.19,236,30651.97,916.19,4
"CY2022","2 - CITY","CITY OF HESPERIA 100","100","$30,415.67","2","$400.00","","","102","$30,815.67","CITY OF HESPERIA",2022,100,30415.67,2,400,0,0,102,30815.67,400,2
"CY2022","2 - CITY","MILL VALLEY POLICE DEPARTMENT 49","49","$7,366.24","","","1","$0.10","50","$7,366.34","MILL VALLEY POLICE DEPARTMENT",2022,49,7366.24,0,0,1,0.1,50,7366.34,0.1,1
"CY2022","2 - CITY","CITY OF EL MONTE 60","60","$24,057.12","1","$1,000.00","1","$2.78","62","$25,059.90","CITY OF EL MONTE",2022,60,24057.12,1,1000,1,2.78,62,25059.9,1002.78,2
"CY2022","2 - CITY","CITY OF SOUTH GATE 1,278","1,278","$213,465.27","13","$3,402.00","2","$126.95","1,293","$216,994.22","CITY OF SOUTH GATE",2022,1278,213465.27,13,3402,2,126.95,1293,216994.22,3528.95,15
"CY2022","2 - CITY","CITY OF SAUSALITO 138","138","$23,153.26","1","$22.00","2","$118.03","141","$23,293.29","CITY OF SAUSALITO",2022,138,23153.26,1,22,2,118.03,141,23293.29,140.03,3
"CY2022","2 - CITY","CITY OF COMPTON 1,827","1,827","$466,204.82","16","$6,466.00","15","$1,739.71","1,858","$474,410.53","CITY OF COMPTON",2022,1827,466204.82,16,6466,15,1739.71,1858,474410.53,8205.71,31
"CY2022","2 - CITY","CITY OF UKIAH 49","49","$4,009.24","","","1","$110.00","50","$4,119.24","CITY OF UKIAH",2022,49,4009.24,0,0,1,110,50,4119.24,110,1
"CY2022","2 - CITY","CITY OF BAKERSFIELD 319","319","$41,442.25","5","$410.00","4","$184.53","328","$42,036.78","CITY OF BAKERSFIELD",2022,319,41442.25,5,410,4,184.53,328,42036.78,594.53,9
"CY2022","2 - CITY","CITY OF KERMAN 38","38","$5,598.83","","","","","38","$5,598.83","CITY OF KERMAN",2022,38,5598.83,0,0,0,0,38,5598.83,0,0
"CY2022","2 - CITY","PICO WATER DISTRICT 2","2","$233.61","","","","","2","$233.61","PICO WATER DISTRICT",2022,2,233.61,0,0,0,0,2,233.61,0,0
"CY2022","2 - CITY","CITY OF SAN MATEO 280","280","$46,528.27","1","$110.00","3","$266.30","284","$46,904.57","CITY OF SAN MATEO",2022,280,46528.27,1,110,3,266.3,284,46904.57,376.3,4
"CY2022","2 - CITY","CITY OF FOWLER 5","5","$215.00","","","","","5","$215.00","CITY OF FOWLER",2022,5,215,0,0,0,0,5,215,0,0
"CY2022","2 - CITY","NEVADA CITY 36","36","$3,839.49","","","1","$86.00","37","$3,925.49","NEVADA CITY",2022,36,3839.49,0,0,1,86,37,3925.49,86,1
"CY2022","2 - CITY","TOWN OF CORTE MADERA 5","5","$1,171.05","","","","","5","$1,171.05","TOWN OF CORTE MADERA",2022,5,1171.05,0,0,0,0,5,1171.05,0,0
"CY2022","2 - CITY","BELVEDERE POLICE DEPARTMENT 2","2","$359.00","","","","","2","$359.00","BELVEDERE POLICE DEPARTMENT",2022,2,359,0,0,0,0,2,359,0,0
"CY2022","2 - CITY","TOWN OF SAN ANSELMO 27","27","$3,385.19","","","","","27","$3,385.19","TOWN OF SAN ANSELMO",2022,27,3385.19,0,0,0,0,27,3385.19,0,0
"CY2022","2 - CITY","FAIRFAX POLICE DEPARTMENT 36","36","$8,288.00","","","","","36","$8,288.00","FAIRFAX POLICE DEPARTMENT",2022,36,8288,0,0,0,0,36,8288,0,0
"CY2022","2 - CITY","CITY OF CYPRESS 194","194","$15,526.85","4","$232.00","3","$76.73","201","$15,835.58","CITY OF CYPRESS",2022,194,15526.85,4,232,3,76.73,201,15835.58,308.73,7
"CY2022","2 - CITY","CITY OF BURLINGAME 177","177","$25,953.70","1","$226.00","","","178","$26,179.70","CITY OF BURLINGAME",2022,177,25953.7,1,226,0,0,178,26179.7,226,1
"CY2022","2 - CITY","CITY OF BELMONT 27","27","$2,668.30","","","","","27","$2,668.30","CITY OF BELMONT",2022,27,2668.3,0,0,0,0,27,2668.3,0,0
"CY2022","2 - CITY","CITY OF VENTURA 240","240","$56,527.61","","","3","$398.01","243","$56,925.62","CITY OF VENTURA",2022,240,56527.61,0,0,3,398.01,243,56925.62,398.01,3
"CY2022","2 - CITY","CITY OF BALDWIN PARK 408","408","$54,123.68","1","$98.00","2","$15.54","411","$54,237.22","CITY OF BALDWIN PARK",2022,408,54123.68,1,98,2,15.54,411,54237.22,113.54,3
"CY2022","2 - CITY","LA CANADA FLINTRIDGE 30","30","$3,768.88","","","1","$5.06","31","$3,773.94","LA CANADA FLINTRIDGE",2022,30,3768.88,0,0,1,5.06,31,3773.94,5.06,1
"CY2022","2 - CITY","CITY OF OXNARD 1,077","1,077","$202,182.81","8","$1,289.99","2","$30.00","1,087","$203,502.80","CITY OF OXNARD",2022,1077,202182.81,8,1289.99,2,30,1087,203502.8,1319.99,10
"CY2022","2 - CITY","CITY OF CANYON LAKE 6","6","$750.00","","","","","6","$750.00","CITY OF CANYON LAKE",2022,6,750,0,0,0,0,6,750,0,0
"CY2022","2 - CITY","CITY OF PARAMOUNT 1,018","1,018","$142,296.49","13","$2,227.00","5","$286.55","1,036","$144,810.04","CITY OF PARAMOUNT",2022,1018,142296.49,13,2227,5,286.55,1036,144810.04,2513.55,18
"CY2022","3 - COUNTY","ALAMEDA COUNTY AUDITOR-CONTROLLER 3,439","3,439","$1,375,895.62","38","$26,896.25","84","$26,209.04","3,561","$1,429,000.91","ALAMEDA COUNTY AUDITOR-CONTROLLER",2022,3439,1375895.62,38,26896.25,84,26209.04,3561,1429000.91,53105.29,122
"CY2022","3 - COUNTY","BUTTE COUNTY 3,240","3,240","$1,506,244.61","29","$23,410.92","54","$23,572.41","3,323","$1,553,227.94","BUTTE COUNTY",2022,3240,1506244.61,29,23410.92,54,23572.41,3323,1553227.94,46983.33,83
"CY2022","3 - COUNTY","DEL NORTE COUNTY 36","36","$10,916.26","1","$1,000.00","1","$23.17","38","$11,939.43","DEL NORTE COUNTY",2022,36,10916.26,1,1000,1,23.17,38,11939.43,1023.17,2
"CY2022","3 - COUNTY","FRESNO COUNTY 1,430","1,430","$492,830.82","19","$9,641.16","16","$2,637.98","1,465","$505,109.96","FRESNO COUNTY",2022,1430,492830.82,19,9641.16,16,2637.98,1465,505109.96,12279.14,35
"CY2022","3 - COUNTY","INYO COUNTY PROBATION DEPT. 16","16","$3,724.36","","","2","$29.36","18","$3,753.72","INYO COUNTY PROBATION DEPT.",2022,16,3724.36,0,0,2,29.36,18,3753.72,29.36,2
"CY2022","3 - COUNTY","SANTA CRUZ COUNTY 3","3","$1,197.90","","","","","3","$1,197.90","SANTA CRUZ COUNTY",2022,3,1197.9,0,0,0,0,3,1197.9,0,0
"CY2022","3 - COUNTY","MADERA COUNTY 18","18","$5,983.82","","","","","18","$5,983.82","MADERA COUNTY",2022,18,5983.82,0,0,0,0,18,5983.82,0,0
"CY2022","3 - COUNTY","MARIN COUNTY 95","95","$36,077.55","1","$229.00","1","$50.00","97","$36,356.55","MARIN COUNTY",2022,95,36077.55,1,229,1,50,97,36356.55,279,2
"CY2022","3 - COUNTY","MARIPOSA COUNTY 15","15","$5,015.69","","","","","15","$5,015.69","MARIPOSA COUNTY",2022,15,5015.69,0,0,0,0,15,5015.69,0,0
"CY2022","3 - COUNTY","MONTERREY COUNTY 1,047","1,047","$469,913.82","9","$4,684.22","7","$7,805.40","1,063","$482,403.44","MONTERREY COUNTY",2022,1047,469913.82,9,4684.22,7,7805.4,1063,482403.44,12489.62,16
"CY2022","3 - COUNTY","COUNTY OF NAPA 59","59","$26,163.78","3","$1,893.91","","","62","$28,057.69","COUNTY OF NAPA",2022,59,26163.78,3,1893.91,0,0,62,28057.69,1893.91,3
"CY2022","3 - COUNTY","IMPERIAL COUNTY SHERIFF 15","15","$2,388.96","","","","","15","$2,388.96","IMPERIAL COUNTY SHERIFF",2022,15,2388.96,0,0,0,0,15,2388.96,0,0
"CY2022","3 - COUNTY","COUNTY OF SANTA CRUZ 1","1","$9,982.50","","","","","1","$9,982.50","COUNTY OF SANTA CRUZ",2022,1,9982.5,0,0,0,0,1,9982.5,0,0
"CY2022","3 - COUNTY","COUNTY OF TEHAMA 111","111","$40,563.61","","","2","$595.50","113","$41,159.11","COUNTY OF TEHAMA",2022,111,40563.61,0,0,2,595.5,113,41159.11,595.5,2
"CY2022","3 - COUNTY","COUNTY OF YOLO 54","54","$28,792.93","","","2","$96.48","56","$28,889.41","COUNTY OF YOLO",2022,54,28792.93,0,0,2,96.48,56,28889.41,96.48,2
"CY2022","3 - COUNTY","COUNTY OF GLENN 31","31","$9,416.64","","","","","31","$9,416.64","COUNTY OF GLENN",2022,31,9416.64,0,0,0,0,31,9416.64,0,0
"CY2022","3 - COUNTY","COUNTY OF ORANGE TTC 1,695","1,695","$690,040.23","35","$21,272.53","50","$9,898.79","1,780","$721,211.55","COUNTY OF ORANGE TTC",2022,1695,690040.23,35,21272.53,50,9898.79,1780,721211.55,31171.32,85
"CY2022","3 - COUNTY","COUNTY OF PLACER 4,261","4,261","$1,845,492.41","48","$32,590.92","96","$23,283.09","4,405","$1,901,366.42","COUNTY OF PLACER",2022,4261,1845492.41,48,32590.92,96,23283.09,4405,1901366.42,55874.01,144
"CY2022","3 - COUNTY","COUNTY OF SACRAMENTO 6,961","6,961","$2,626,318.06","83","$52,553.81","149","$41,068.35","7,193","$2,719,940.22","COUNTY OF SACRAMENTO",2022,6961,2626318.06,83,52553.81,149,41068.35,7193,2719940.22,93622.16,232
"CY2022","3 - COUNTY","SAN MATEO COUNTY REVENUE SERVICES 6,521","6,521","$3,172,828.68","35","$26,439.80","54","$11,121.14","6,610","$3,210,389.62","SAN MATEO COUNTY REVENUE SERVICES",2022,6521,3172828.68,35,26439.8,54,11121.14,6610,3210389.62,37560.94,89
"CY2022","3 - COUNTY","COUNTY OF SANTA CLARA 5,066","5,066","$2,043,847.41","57","$39,038.96","94","$25,848.38","5,217","$2,108,734.75","COUNTY OF SANTA CLARA",2022,5066,2043847.41,57,39038.96,94,25848.38,5217,2108734.75,64887.34,151
"CY2022","3 - COUNTY","SANTA CRUZ COUNTY 30","30","$28,935.19","","","1","$167.50","31","$29,102.69","SANTA CRUZ COUNTY",2022,30,28935.19,0,0,1,167.5,31,29102.69,167.5,1
"CY2022","3 - COUNTY","SIERRA COUNTY 3","3","$2,040.43","","","","","3","$2,040.43","SIERRA COUNTY",2022,3,2040.43,0,0,0,0,3,2040.43,0,0
"CY2022","3 - COUNTY","SISKIYOU COUNTY 48","48","$12,976.20","","","","","48","$12,976.20","SISKIYOU COUNTY",2022,48,12976.2,0,0,0,0,48,12976.2,0,0
"CY2022","3 - COUNTY","COUNTY OF SAN MATEO 126","126","$74,311.49","2","$928.09","3","$1,376.52","131","$76,616.10","COUNTY OF SAN MATEO",2022,126,74311.49,2,928.09,3,1376.52,131,76616.1,2304.61,5
"CY2022","3 - COUNTY","COUNTY OF SANTA CLARA 335","335","$288,184.80","","","6","$602.55","341","$288,787.35","COUNTY OF SANTA CLARA",2022,335,288184.8,0,0,6,602.55,341,288787.35,602.55,6
"CY2022","3 - COUNTY","SONOMA COUNTY PROBATION 850","850","$378,575.38","5","$1,827.95","15","$8,912.83","870","$389,316.16","SONOMA COUNTY PROBATION",2022,850,378575.38,5,1827.95,15,8912.83,870,389316.16,10740.78,20
"CY2022","3 - COUNTY","TULARE COUNTY SHERIFF 1","1","$40.00","","","","","1","$40.00","TULARE COUNTY SHERIFF",2022,1,40,0,0,0,0,1,40,0,0
"CY2022","3 - COUNTY","MONTEREY COUNTY 5","5","$657.00","","","","","5","$657.00","MONTEREY COUNTY",2022,5,657,0,0,0,0,5,657,0,0
"CY2022","3 - COUNTY","STANISLAUS COUNTY 3,164","3,164","$1,277,132.25","37","$29,586.16","47","$11,941.74","3,248","$1,318,660.15","STANISLAUS COUNTY",2022,3164,1277132.25,37,29586.16,47,11941.74,3248,1318660.15,41527.9,84
"CY2022","3 - COUNTY","COUNTY OF TRINITY 30","30","$10,877.90","","","1","$46.09","31","$10,923.99","COUNTY OF TRINITY",2022,30,10877.9,0,0,1,46.09,31,10923.99,46.09,1
"CY2022","3 - COUNTY","TUOLUMNE COUNTY 897","897","$444,240.35","13","$10,441.34","18","$2,817.71","928","$457,499.40","TUOLUMNE COUNTY",2022,897,444240.35,13,10441.34,18,2817.71,928,457499.4,13259.05,31
"CY2022","3 - COUNTY","MARIN COUNTY SHERIFF'S OFFICE 222","222","$76,668.50","1","$579.03","3","$634.40","226","$77,881.93","MARIN COUNTY SHERIFF'S OFFICE",2022,222,76668.5,1,579.03,3,634.4,226,77881.93,1213.43,4
"CY2022","3 - COUNTY","SAN DIEGO COUNTY 154","154","$41,372.02","1","$210.00","2","$884.49","157","$42,466.51","SAN DIEGO COUNTY",2022,154,41372.02,1,210,2,884.49,157,42466.51,1094.49,3
"CY2022","3 - COUNTY","LOS ANGELES COUNTY SHERIFF 4,425","4,425","$1,049,130.17","41","$9,292.00","18","$2,421.09","4,484","$1,060,843.26","LOS ANGELES COUNTY SHERIFF",2022,4425,1049130.17,41,9292,18,2421.09,4484,1060843.26,11713.09,59
"CY2022","3 - COUNTY","COUNTY OF EL DORADO 28","28","$16,375.60","","","","","28","$16,375.60","COUNTY OF EL DORADO",2022,28,16375.6,0,0,0,0,28,16375.6,0,0
"CY2022","3 - COUNTY","SACRAMENTO COUNTY 2,332","2,332","$635,963.32","26","$7,477.29","35","$3,616.64","2,393","$647,057.25","SACRAMENTO COUNTY",2022,2332,635963.32,26,7477.29,35,3616.64,2393,647057.25,11093.93,61
"CY2022","3 - COUNTY","CONTRA COSTA TREASURER TAX COLLECTO 386","386","$134,297.51","3","$897.77","5","$2,460.48","394","$137,655.76","CONTRA COSTA TREASURER TAX COLLECTO",2022,386,134297.51,3,897.77,5,2460.48,394,137655.76,3358.25,8
"CY2022","3 - COUNTY","VENTURA COUNTY ANIMAL SERVICES 266","266","$56,079.10","1","$215.05","2","$246.87","269","$56,541.02","VENTURA COUNTY ANIMAL SERVICES",2022,266,56079.1,1,215.05,2,246.87,269,56541.02,461.92,3
"CY2022","3 - COUNTY","ALAMEDA COUNTY SHERIFF'S OFFICE 893","893","$217,552.85","6","$1,834.08","6","$1,124.65","905","$220,511.58","ALAMEDA COUNTY SHERIFF'S OFFICE",2022,893,217552.85,6,1834.08,6,1124.65,905,220511.58,2958.73,12
"CY2022","3 - COUNTY","KERN COUNTY TREASURER-TAX COLLECTOR 157","157","$84,782.01","5","$6,600.29","5","$458.54","167","$91,840.84","KERN COUNTY TREASURER-TAX COLLECTOR",2022,157,84782.01,5,6600.29,5,458.54,167,91840.84,7058.83,10
"CY2022","3 - COUNTY","COUNTY OF SAN JOAQUIN 299","299","$153,760.22","3","$1,655.14","7","$3,156.92","309","$158,572.28","COUNTY OF SAN JOAQUIN",2022,299,153760.22,3,1655.14,7,3156.92,309,158572.28,4812.06,10
"CY2022","3 - COUNTY","COUNTY OF RIVERSIDE 2,428","2,428","$864,408.96","7","$4,135.00","33","$7,070.10","2,468","$875,614.06","COUNTY OF RIVERSIDE",2022,2428,864408.96,7,4135,33,7070.1,2468,875614.06,11205.1,40
"CY2022","3 - COUNTY","COUNTY OF ORANGE 12","12","$4,493.00","","","","","12","$4,493.00","COUNTY OF ORANGE",2022,12,4493,0,0,0,0,12,4493,0,0
"CY2022","3 - COUNTY","COUNTY OF MONO 22","22","$3,600.16","","","","","22","$3,600.16","COUNTY OF MONO",2022,22,3600.16,0,0,0,0,22,3600.16,0,0
"CY2022","3 - COUNTY","HUMBOLDT COUNTY PROBATION 38","38","$10,824.42","1","$1,000.00","","","39","$11,824.42","HUMBOLDT COUNTY PROBATION",2022,38,10824.42,1,1000,0,0,39,11824.42,1000,1
"CY2022","3 - COUNTY","COUNTY OF SAN BERNARDINO 80","80","$49,795.86","","","1","$3.95","81","$49,799.81","COUNTY OF SAN BERNARDINO",2022,80,49795.86,0,0,1,3.95,81,49799.81,3.95,1
"CY2022","3 - COUNTY","COUNTY OF SANTA CLARA 464","464","$63,851.70","6","$1,196.00","3","$378.37","473","$65,426.07","COUNTY OF SANTA CLARA",2022,464,63851.7,6,1196,3,378.37,473,65426.07,1574.37,9
"CY2022","3 - COUNTY","MARIN COUNTY 245","245","$116,707.81","","","6","$1,290.43","251","$117,998.24","MARIN COUNTY",2022,245,116707.81,0,0,6,1290.43,251,117998.24,1290.43,6
"CY2022","3 - COUNTY","RIVERSIDE COUNTY TREASURER-TAX COLL 544","544","$455,394.50","2","$2,009.04","17","$2,605.83","563","$460,009.37","RIVERSIDE COUNTY TREASURER-TAX COLL",2022,544,455394.5,2,2009.04,17,2605.83,563,460009.37,4614.87,19
"CY2022","3 - COUNTY","COUNTY OF KINGS 280","280","$113,285.76","3","$2,279.00","2","$92.17","285","$115,656.93","COUNTY OF KINGS",2022,280,113285.76,3,2279,2,92.17,285,115656.93,2371.17,5
"CY2022","3 - COUNTY","COUNTY OF HUMBOLDT 1,212","1,212","$538,554.90","15","$14,628.89","19","$2,351.68","1,246","$555,535.47","COUNTY OF HUMBOLDT",2022,1212,538554.9,15,14628.89,19,2351.68,1246,555535.47,16980.57,34
"CY2022","3 - COUNTY","MENDOCINO COUNTY COURT COLLECTIONS 877","877","$421,564.57","6","$6,316.00","13","$2,783.70","896","$430,664.27","MENDOCINO COUNTY COURT COLLECTIONS",2022,877,421564.57,6,6316,13,2783.7,896,430664.27,9099.7,19
"CY2022","3 - COUNTY","SACRAMENTO COUNTY SHERIFF'S DEPT. 385","385","$36,396.78","2","$97.00","8","$428.93","395","$36,922.71","SACRAMENTO COUNTY SHERIFF'S DEPT.",2022,385,36396.78,2,97,8,428.93,395,36922.71,525.93,10
"CY2022","3 - COUNTY","STANISLAUS COUNTY 1,778","1,778","$762,306.98","24","$17,056.05","32","$8,939.61","1,834","$788,302.64","STANISLAUS COUNTY",2022,1778,762306.98,24,17056.05,32,8939.61,1834,788302.64,25995.66,56
"CY2022","3 - COUNTY","HUMBOLT COUNTY DHHS-SSB 248","248","$68,388.63","4","$1,882.44","6","$3,936.97","258","$74,208.04","HUMBOLT COUNTY DHHS-SSB",2022,248,68388.63,4,1882.44,6,3936.97,258,74208.04,5819.41,10
"CY2022","3 - COUNTY","MERCED COUNTY 229","229","$100,068.54","2","$531.39","2","$454.10","233","$101,054.03","MERCED COUNTY",2022,229,100068.54,2,531.39,2,454.1,233,101054.03,985.49,4
"CY2022","3 - COUNTY","ORANGE COUNTY TRANSPORTATION AUTH. 1,303","1,303","$257,059.68","19","$2,877.95","22","$2,588.17","1,344","$262,525.80","ORANGE COUNTY TRANSPORTATION AUTH.",2022,1303,257059.68,19,2877.95,22,2588.17,1344,262525.8,5466.12,41
"CY2022","3 - COUNTY","SHASTA COUNTY HHSA 667","667","$186,286.97","11","$9,697.55","12","$654.53","690","$196,639.05","SHASTA COUNTY HHSA",2022,667,186286.97,11,9697.55,12,654.53,690,196639.05,10352.08,23
"CY2022","3 - COUNTY","COUNTY OF SHASTA 178","178","$48,163.56","","","3","$207.36","181","$48,370.92","COUNTY OF SHASTA",2022,178,48163.56,0,0,3,207.36,181,48370.92,207.36,3
"CY2022","3 - COUNTY","NEVADA COUNTY TREASURER 29","29","$14,299.79","1","$384.09","","","30","$14,683.88","NEVADA COUNTY TREASURER",2022,29,14299.79,1,384.09,0,0,30,14683.88,384.09,1
"CY2022","3 - COUNTY","TRANSPORTATION CORRIDOR AGENCIES 39","39","$25,026.10","","","","","39","$25,026.10","TRANSPORTATION CORRIDOR AGENCIES",2022,39,25026.1,0,0,0,0,39,25026.1,0,0
"CY2022","3 - COUNTY","ORANGE COUNTY PARKS 27","27","$2,144.11","1","$60.00","","","28","$2,204.11","ORANGE COUNTY PARKS",2022,27,2144.11,1,60,0,0,28,2204.11,60,1
"CY2022","3 - COUNTY","RIVERSIDE COUNTY 11","11","$3,419.00","1","$400.00","","","12","$3,819.00","RIVERSIDE COUNTY",2022,11,3419,1,400,0,0,12,3819,400,1
"CY2022","3 - COUNTY","KERN COUNTY 14","14","$3,741.00","","","","","14","$3,741.00","KERN COUNTY",2022,14,3741,0,0,0,0,14,3741,0,0
"CY2022","3 - COUNTY","MONTEREY COUNTY DEPT OF SOCIAL SERV 9","9","$2,131.64","","","","","9","$2,131.64","MONTEREY COUNTY DEPT OF SOCIAL SERV",2022,9,2131.64,0,0,0,0,9,2131.64,0,0
"CY2022","3 - COUNTY","HUMBOLDT COUNTY 154","154","$61,099.69","","","1","$2,440.91","155","$63,540.60","HUMBOLDT COUNTY",2022,154,61099.69,0,0,1,2440.91,155,63540.6,2440.91,1
"CY2022","3 - COUNTY","KERN COUNTY PROBATION DEPT 260","260","$116,725.89","6","$3,915.47","5","$1,415.11","271","$122,056.47","KERN COUNTY PROBATION DEPT",2022,260,116725.89,6,3915.47,5,1415.11,271,122056.47,5330.58,11
"CY2022","3 - COUNTY","MADERA COUNTY PROBATION 519","519","$238,747.84","4","$4,377.41","7","$838.05","530","$243,963.30","MADERA COUNTY PROBATION",2022,519,238747.84,4,4377.41,7,838.05,530,243963.3,5215.46,11
"CY2022","3 - COUNTY","MODOC COUNTY 12","12","$2,725.16","","","","","12","$2,725.16","MODOC COUNTY",2022,12,2725.16,0,0,0,0,12,2725.16,0,0
"CY2022","3 - COUNTY","SAN BERNARDINO COUNTY 32,445","32,445","$12,847,069.30","275","$166,341.38","512","$107,164.83","33,232","$13,120,575.51","SAN BERNARDINO COUNTY",2022,32445,12847069.3,275,166341.38,512,107164.83,33232,13120575.51,273506.21,787
