CALENDAR YEAR,CATEGORY,AGENCY NAME,1. PIT OFFSET COUNT,1. PIT OFFSET AMOUNT,2. LOTTERY OFFSET COUNT,2. LOTTERY OFFSET AMOUNT,3. UNCLAIMED PROPERTY OFFSET COUNT,3. UNCLAIMED PROPERTY OFFSET AMOUNT,Total OFFSET COUNT,Total OFFSET AMOUNT
CY2018,2 - CITY,CITY OF BARSTOW,3,"$1,000.00",,,,,3,"$1,000.00"
CY2018,2 - CITY,CITY OF LOMITA,16,"$3,599.02",3,$550.00,4,$147.88,23,"$4,296.90"
CY2018,2 - CITY,UPLAND CITY,39,"$5,255.96",1,$43.50,,,40,"$5,299.46"
CY2018,2 - CITY,CITY OF,76,"$18,792.69",3,$317.99,,,79,"$19,110.68"
CY2018,2 - CITY,MILL VALLEY POLICE,69,"$10,994.32",4,$349.00,,,73,"$11,343.32"
CY2018,2 - CITY,CITY OF EL MONTE,81,"$23,438.58",,,,,81,"$23,438.58"
CY2018,2 - CITY,CITY OF SOUTH GATE,968,"$127,686.38",8,$910.00,9,$790.76,985,"$129,387.14"
CY2018,2 - CITY,CITY,107,"$12,702.09",1,$37.00,,,108,"$12,739.09"
CY2018,2 - CITY,OF COMPTON,39,"$11,493.87",2,$165.85,,,41,"$11,659.72"
CY2018,2 - CITY,CITY OF UKIAH,32,"$1,827.00",,,,,32,"$1,827.00"
CY2018,2 - CITY,CITY OF BAKERSFIELD,3,$337.11,,,,,3,$337.11
CY2018,2 - CITY,CITY OF KERMAN,3,$451.00,1,$4.17,,,4,$455.17
CY2018,2 - CITY,CITY OF SAN,262,"$39,858.28",1,$116.00,22,"$1,651.92",285,"$41,626.20"
CY2018,2 - CITY,SANTA MONICA HOUSING AUTHORITY,1,$188.00,,,,,1,$188.00
CY2018,2 - CITY,NEVADA CITY,29,"$2,635.00",1,$86.00,,,30,"$2,721.00"
CY2018,2 - CITY,TOWN OF CORTE MADERA,1,$90.00,,,,,1,$90.00
CY2018,2 - CITY,BELVEDERE POLICE DEPARTMENT,2,$216.00,,,,,2,$216.00
CY2018,2 - CITY,TOWN OF SAN ANSELMO,4,$321.00,,,,,4,$321.00
CY2018,2 - CITY,POLICE DEPARTMENT,19,"$5,413.57",1,$582.00,,,20,"$5,995.57"
CY2018,2 - CITY,,67,"$3,726.67",2,$7.17,,,69,"$3,733.84"
CY2018,2 - CITY,HOUSING AUTHORITY,1,$542.56,,,,,1,$542.56
CY2018,2 - CITY,OF BURLINGAME,127,"$17,084.57",2,$353.10,1,$109.00,130,"$17,546.67"
CY2018,2 - CITY,OF BELMONT,44,"$6,056.00",,,,,44,"$6,056.00"
CY2018,2 - CITY,CITY OF VENTURA,161,"$39,180.81",3,"$1,802.00",5,$153.58,169,"$41,136.39"
CY2018,2 - CITY,CITY OF BALDWIN PARK,428,"$50,665.17",4,$402.00,8,$562.12,440,"$51,629.29"
CY2018,2 - CITY,CITY OF CANYON LAKE,9,"$2,241.00",,,,,9,"$2,241.00"
CY2018,2 - CITY,CITY OF SAN GABRIEL,3,$655.40,,,,,3,$655.40
CY2018,2 - CITY,CITY OF PARAMOUNT,563,"$56,420.88",3,$380.00,11,$469.64,577,"$57,270.52"
CY2018,3 - COUNTY,ALAMEDA COUNTY AUDITOR-CONTROLLE,"4,656","$1,515,817.87",41,"$33,683.28",149,"$40,124.06","4,846","$1,589,625.21"
CY2018,3 - COUNTY,BUTTE COUNTY,"3,018","$1,022,981.10",17,"$20,841.92",66,"$14,808.09","3,101","$1,058,631.11"
CY2018,3 - COUNTY,DEL NORTE COUNTY,107,"$22,092.13",,,1,$210.00,108,"$22,302.13"
CY2018,3 - COUNTY,FRESNO COUNTY,"1,838","$435,604.76",13,"$7,159.55",31,"$3,873.15","1,882","$446,637.46"
CY2018,3 - COUNTY,INYO COUNTY PROBATION DEPT.,15,"$3,117.00",,,,,15,"$3,117.00"
CY2018,3 - COUNTY,LASSEN COUNTY,165,"$38,738.91",1,$142.00,,,166,"$38,880.91"
CY2018,3 - COUNTY,LOS ANGELES COUNTY,8,"$1,697.91",,,,,8,"$1,697.91"
CY2018,3 - COUNTY,MADERA COUNTY,39,"$6,090.09",1,$225.28,4,$567.86,44,"$6,883.23"
CY2018,3 - COUNTY,MARIN COUNTY,187,"$50,950.90",2,$280.00,18,"$6,647.42",207,"$57,878.32"
CY2018,3 - COUNTY,MONTEREY COUNTY,837,"$297,126.74",14,"$9,412.73",15,"$5,167.40",866,"$311,706.87"
CY2018,3 - COUNTY,NEVADA COUNTY,189,"$50,766.37",1,$356.65,3,$411.18,193,"$51,534.20"
CY2018,3 - COUNTY,COUNTY OF ORANGE TTC,"6,569","$1,978,584.44",69,"$46,145.19",241,"$44,831.09","6,879","$2,069,560.72"
CY2018,3 - COUNTY,COUNTY OF PLACER,"4,639","$1,558,253.27",36,"$36,704.86",180,"$32,618.00","4,855","$1,627,576.13"
CY2018,3 - COUNTY,PLUMAS COUNTY,248,"$87,961.33",1,"$1,000.00",7,"$1,113.67",256,"$90,075.00"
CY2018,3 - COUNTY,COUNTY OF SACRAMENTO,"6,734","$2,165,701.66",56,"$65,490.17",275,"$51,699.17","7,065","$2,282,891.00"
CY2018,3 - COUNTY,SAN MATEO COUNTY REVENUE SERVICES,"5,743","$2,167,661.00",52,"$39,736.80",188,"$30,978.59","5,983","$2,238,376.39"
CY2018,3 - COUNTY,COUNTY OF SANTA CLARA,"6,951","$2,383,074.14",68,"$56,676.83",236,"$39,429.53","7,255","$2,479,180.50"
CY2018,3 - COUNTY,SANTA CRUZ COUNTY,386,"$49,010.49",7,"$1,400.00",8,$277.67,401,"$50,688.16"
CY2018,3 - COUNTY,SISKIYOU COUNTY,32,"$6,737.82",1,$100.00,,,33,"$6,837.82"
CY2018,3 - COUNTY,STANISLAUS COUNTY,"3,059","$905,049.10",23,"$14,963.96",71,"$12,679.48","3,153","$932,692.54"
CY2018,3 - COUNTY,COUNTY OF TRINITY,31,"$9,102.86",1,$780.00,,,32,"$9,882.86"
CY2018,3 - COUNTY,TUOLUMNE COUNTY,710,"$242,553.74",10,"$8,236.04",20,"$2,108.07",740,"$252,897.85"
CY2018,3 - COUNTY,YOLO COUNTY COLLECTION SERVICES,425,"$111,755.39",2,"$1,060.05",8,"$1,545.59",435,"$114,361.03"
CY2018,3 - COUNTY,MARIN COUNTY SHERIFF'S,123,"$36,482.66",,,,,123,"$36,482.66"
CY2018,3 - COUNTY,SANTA BARBARA PROBATION,142,"$39,177.15",1,"$1,000.00",1,$39.10,144,"$40,216.25"
CY2018,3 - COUNTY,SAN DIEGO COUNTY,"3,150","$915,642.22",12,"$7,013.24",91,"$22,503.66","3,253","$945,159.12"
CY2018,3 - COUNTY,LOS ANGELES COUNTY,787,"$187,697.45",5,"$1,896.51",34,"$4,458.42",826,"$194,052.38"
CY2018,3 - COUNTY,LOS ANGELES COUNTY SHERIFF,"3,518","$644,451.83",22,"$6,211.00",50,"$3,190.54","3,590","$653,853.37"
CY2018,3 - COUNTY,SACRAMENTO COUNTY,"1,651","$387,084.98",18,"$6,478.50",52,"$6,496.42","1,721","$400,059.90"
CY2018,3 - COUNTY,CONTRA COSTA TREASURER TAX COLLECT,431,"$108,010.06",3,$740.05,15,"$2,879.00",449,"$111,629.11"
CY2018,3 - COUNTY,VENTURA COUNTY ANIMAL SERVICES,208,"$42,716.84",1,$34.00,7,$95.50,216,"$42,846.34"
CY2018,3 - COUNTY,OF SACRAMENTO HOUSING AUTH,7,"$2,878.47",,,,,7,"$2,878.47"
CY2018,3 - COUNTY,KERN COUNTY TREASURER-TAX COLLECTO,228,"$96,904.54",1,$950.15,6,"$1,286.00",235,"$99,140.69"
CY2018,3 - COUNTY,COUNTY OF SAN JOAQUIN,437,"$170,170.74",2,$822.72,13,"$2,249.73",452,"$173,243.19"
CY2018,3 - COUNTY,COUNTY OF RIVERSIDE,"1,902","$557,746.50",8,"$5,809.84",56,"$9,327.52","1,966","$572,883.86"
CY2018,3 - COUNTY,OF SAN BERNARDINO,9,"$1,663.00",,,,,9,"$1,663.00"
CY2018,3 - COUNTY,COUNTY OF ORANGE,18,"$8,418.32",,,,,18,"$8,418.32"
CY2018,3 - COUNTY,COUNTY OF MONO,7,"$1,463.84",,,,,7,"$1,463.84"
CY2018,3 - COUNTY,FIRE DEPARTMENT COUNTY OF,37,"$16,516.51",,,,,37,"$16,516.51"
CY2018,3 - COUNTY,PROBATION HUMBOLDT,57,"$13,983.16",1,$98.65,,,58,"$14,081.81"
CY2018,3 - COUNTY,OF SAN BERNARDINO,21,"$6,533.15",,,,,21,"$6,533.15"
CY2018,3 - COUNTY,COUNTY OF SANTA CLARA,418,"$49,624.23",2,$180.00,14,"$1,057.13",434,"$50,861.36"
CY2018,3 - COUNTY,MARIN COUNTY,372,"$119,122.43",4,"$3,326.00",14,"$3,070.28",390,"$125,518.71"
CY2018,3 - COUNTY,COLL RIVERSIDE COUNTY,349,"$183,753.65",10,"$3,235.27",,,359,"$186,988.92"
CY2018,3 - COUNTY,PROBATION TRINITY,139,"$53,200.70",1,$870.00,,,140,"$54,070.70"
CY2018,3 - COUNTY,AUTHORITY OF BUTTE COUNTY,11,"$4,562.80",,,,,11,"$4,562.80"
CY2018,3 - COUNTY,COUNTY OF,349,"$141,141.99",2,"$1,780.00",5,$987.44,356,"$143,909.43"
CY2018,3 - COUNTY,HUMBOLDT COUNTY,996,"$311,016.37",6,"$4,871.34",23,"$4,049.66","1,025","$319,937.37"
CY2018,3 - COUNTY,MENDOCINO COUNTY COURT COLLECTIO,963,"$317,882.76",9,"$9,451.85",31,"$7,862.26","1,003","$335,196.87"
CY2018,3 - COUNTY,SACRAMENTO COUNTY SHERIFF'S DEPT.,"1,326","$352,427.66",9,"$6,994.05",43,"$6,311.12","1,378","$365,732.83"
CY2018,3 - COUNTY,STANISLAUS COUNTY,"2,413","$903,597.89",23,"$19,895.77",58,"$15,932.15","2,494","$939,425.81"
CY2018,3 - COUNTY,HUMBOLT COUNTY,419,"$105,346.51",5,"$3,819.00",16,"$1,611.19",440,"$110,776.70"
CY2018,3 - COUNTY,COUNTY,275,"$91,534.80",3,"$2,789.66",11,$678.58,289,"$95,003.04"
CY2018,3 - COUNTY,ORANGE COUNTY TRANSPORTATION AUTH,"7,875","$1,545,152.31",39,"$10,697.25",223,"$20,256.48","8,137","$1,576,106.04"
CY2018,3 - COUNTY,COUNTY HHSA,451,"$86,537.51",1,"$1,000.00",14,"$3,216.29",466,"$90,753.80"
CY2018,3 - COUNTY,COUNTY TREAS/TAX COLLECTOR,18,"$6,448.93",,,,,18,"$6,448.93"
CY2018,3 - COUNTY,HOUSING AUTH CNTY OF SANTA BARBARA,14,"$6,990.83",,,,,14,"$6,990.83"
CY2018,3 - COUNTY,COUNTY OF SHASTA,119,"$18,150.91",1,$150.14,1,$100.10,121,"$18,401.15"
CY2018,3 - COUNTY,NEVADA COUNTY TREASURER,37,"$12,225.28",,,11,$455.66,48,"$12,680.94"
CY2018,3 - COUNTY,TRANSPORTATION CORRIDOR AGENCIES,580,"$314,866.58",6,"$16,965.57",36,"$8,753.41",622,"$340,585.56"
CY2018,3 - COUNTY,SAN BENITO COUNTY,66,"$27,067.83",,,3,$233.72,69,"$27,301.55"
CY2018,3 - COUNTY,ORANGE COUNTY PARKS,23,"$2,148.00",,,,,23,"$2,148.00"
CY2018,3 - COUNTY,RIVERSIDE COUNTY,19,"$2,180.50",,,,,19,"$2,180.50"
CY2018,3 - COUNTY,KERN COUNTY,21,"$8,866.84",,,,,21,"$8,866.84"
CY2018,3 - COUNTY,HOUSING AUTHORITY OF THE COUNTY OF,86,"$24,650.30",,,1,$60.00,87,"$24,710.30"
CY2018,3 - COUNTY,MONTEREY COUNTY DEPT OF SOCIAL SER,6,$653.00,,,,,6,$653.00
CY2018,3 - COUNTY,"SAN DIEGO ASSOC. OF GOVMTS, SANDAG","5,967","$947,739.06",28,"$8,604.50",104,"$8,564.96","6,099","$964,908.52"
CY2018,3 - COUNTY,KERN COUNTY PROBATION DEPT,342,"$118,838.42",1,"$1,000.00",5,$279.14,348,"$120,117.56"
CY2018,3 - COUNTY,MADERA COUNTY PROBATION,246,"$68,649.35",3,"$3,469.96",6,$471.49,255,"$72,590.80"
CY2018,3 - COUNTY,SAN BERNARDINO COUNTY,"28,707","$8,100,175.02",171,"$109,360.58",908,"$192,217.51","29,786","$8,401,753.11"
CY2018,3 - COUNTY,COUNTY OF SAN JOAQUIN,"3,019","$1,101,492.49",23,"$20,670.93",86,"$21,410.37","3,128","$1,143,573.79"
CY2018,3 - COUNTY,SAN LUIS OBISPO COUNTY PROBATION,381,"$111,473.66",4,"$2,391.20",28,"$2,705.28",413,"$116,570.14"
CY2018,3 - COUNTY,SAN MATEO COUNTY SHERIFF,174,"$25,968.56",,,2,$115.20,176,"$26,083.76"
CY2018,3 - COUNTY,COUNTY OF SONOMA,"1,564","$514,373.00",9,"$3,888.78",36,"$3,898.55","1,609","$522,160.33"
CY2018,3 - COUNTY,COUNTY OF SUTTER,357,"$88,049.01",2,$903.00,7,"$1,637.98",366,"$90,589.99"
CY2018,3 - COUNTY,TULARE COUNTY PROBATION,"1,031","$109,857.38",12,"$2,738.45",16,$980.11,"1,059","$113,575.94"
CY2018,3 - COUNTY,COUNTY OF RIVERSIDE,7,"$1,508.95",,,,,7,"$1,508.95"
CY2018,3 - COUNTY,PLACER COUNTY TAX COLLECTOR,62,"$32,726.57",1,$440.88,3,$326.05,66,"$33,493.50"
CY2018,3 - COUNTY,SAN DIEGO COUNTY TAX COLLECTOR,13,"$10,074.13",,,1,"$2,035.65",14,"$12,109.78"
CY2018,4 - STATE,- STATE FAIR POLITICAL PRACTICES COM,17,"$27,993.98",4,$241.44,,,21,"$28,235.42"
CY2018,4 - STATE,CA DEPT OF TAX AND FEE ADMIN,884,"$382,270.48",6,"$4,877.00",68,"$41,702.49",958,"$428,849.97"
CY2018,4 - STATE,CA DEPT OF TAX AND FEE ADMIN,73,"$25,282.90",8,"$4,338.12",,,81,"$29,621.02"
CY2018,4 - STATE,CA DEPT OF TAX AND FEE ADMIN,"4,462","$2,581,035.30",50,"$49,304.38",261,"$161,551.92","4,773","$2,791,891.60"
CY2018,4 - STATE,CA STATE POLYTECHNIC UNIV POMONA,716,"$212,568.99",3,"$2,853.22",10,$797.34,729,"$216,219.55"
CY2018,4 - STATE,CALIFORNIA STATE UNIV NORTHRIDGE,"1,063","$288,452.39",2,"$1,886.85",30,"$5,532.09","1,095","$295,871.33"
CY2018,4 - STATE,EMPLOYMENT DEVELOPMENT DEPARTMEN,"77,569","$26,874,904.17",263,"$225,033.68","1,884","$291,388.12","79,716","$27,391,325.97"
CY2018,4 - STATE,"UNIVERSITY OF CALIFORNIA, OP","2,992","$1,208,647.23",4,"$3,536.54",84,"$15,259.78","3,080","$1,227,443.55"
CY2018,4 - STATE,CSU SACRAMENTO,763,"$181,877.06",13,"$2,317.84",,,776,"$184,194.90"
CY2018,4 - STATE,DEPT OF GENERAL SERVICES,29,"$8,638.90",1,"$1,024.07",,,30,"$9,662.97"
CY2018,4 - STATE,& RECREATION CA DEPT OF,6,$832.29,,,,,6,$832.29
CY2018,4 - STATE,DEPT OF HEALTH CARE SERVICES,263,"$126,197.51",2,"$3,655.03",17,$845.05,282,"$130,697.59"
CY2018,4 - STATE,CAL,29,"$12,672.36",1,$2.06,,,30,"$12,674.42"
CY2018,4 - STATE,UCLA,494,"$66,822.99",24,"$1,250.79",,,518,"$68,073.78"
CY2018,4 - STATE,EMPLOYMENT DEVELOPMENT DEPT,"4,434","$2,668,569.83",45,"$35,254.03",287,"$81,939.79","4,766","$2,785,763.65"
CY2018,4 - STATE,CORRECTIONS & REHABILITATION,171,"$77,985.94",2,"$1,040.51",5,$94.00,178,"$79,120.45"
CY2018,4 - STATE,EMPLOYMENT DEVELOPMENT,35,"$13,969.09",4,$567.67,,,39,"$14,536.76"
CY2018,4 - STATE,OF PUBLIC HEALTH CA,3,$440.61,,,,,3,$440.61
CY2018,4 - STATE,DEVELOPMENTAL CTR.,4,$218.87,,,,,4,$218.87
CY2018,4 - STATE,HOSPITALS - NAPA DEPT OF,4,"$2,546.20",,,,,4,"$2,546.20"
CY2018,4 - STATE,DEVELOPMENTAL CENTER,7,$550.62,,,,,7,$550.62
CY2018,4 - STATE,DEVELOPMENTAL CENTER,3,$755.64,,,,,3,$755.64
CY2018,4 - STATE,HIGHWAY PATROL,14,"$5,096.25",,,,,14,"$5,096.25"
CY2018,4 - STATE,CA DEPARTMENT OF JUSTICE,1,$14.00,,,,,1,$14.00
CY2018,4 - STATE,VEHICLES DEPARTMENT OF,25,"$13,455.49",,,1,$2.00,26,"$13,457.49"
CY2018,4 - STATE,CALPERS,111,"$77,988.47",5,"$1,187.22",,,116,"$79,175.69"
CY2018,4 - STATE,REHABILITATION DEPARTMENT,12,"$2,671.87",2,$10.95,,,14,"$2,682.82"
CY2018,4 - STATE,DEPARTMENT OF CONSUMER AFFAIRS,858,"$269,066.19",8,"$4,041.00",63,"$11,133.12",929,"$284,240.31"
CY2018,4 - STATE,FISH AND WILDLIFE DEPARTMENT,13,"$4,645.21",1,$48.00,,,14,"$4,693.21"
CY2018,4 - STATE,CSU BAKERSFIELD,671,"$159,227.16",2,"$2,000.00",19,"$1,923.64",692,"$163,150.80"
CY2018,4 - STATE,SYS CA STATE TEACHERS',63,"$45,752.80",1,$28.34,1,$86.00,65,"$45,867.14"
CY2018,4 - STATE,TAX BOARD,"20,625","$5,463,207.02",,,,,"20,625","$5,463,207.02"
CY2018,4 - STATE,HOSPITAL METROPOLITAN DEPT OF,1,$186.59,1,$746.75,,,2,$933.34
CY2018,4 - STATE,DEPARTMENT OF,604,"$253,124.94",3,"$2,809.81",8,"$9,059.97",615,"$264,994.72"
CY2018,4 - STATE,DEPT OF FOOD AND AGRICULTURE,5,$432.44,,,,,5,$432.44
CY2018,4 - STATE,DEPARTMENT OF STATE HOSPITALS,1,$160.58,,,,,1,$160.58
CY2018,4 - STATE,DEPT OF CHILD SUPPORT SERVICES,"98,512","$42,348,390.36",298,"$423,383.06","3,943","$1,035,327.82","102,753","$43,807,101.24"
CY2018,4 - STATE,CONSERVATION CORP,5,$874.98,,,,,5,$874.98
CY2018,4 - STATE,TAX BOARD,27,"$3,810.46",,,,,27,"$3,810.46"
CY2018,4 - STATE,CA DEPARTMENT OF SOCIAL SERVICES,"71,532","$19,392,583.03",308,"$188,925.10","1,652","$221,714.47","73,492","$19,803,222.60"
CY2018,4 - STATE,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",804,"$283,683.52",1,"$1,000.00",22,"$6,113.88",827,"$290,797.40"
CY2018,4 - STATE,STATE CONTROLLER'S OFFICE,6,"$1,364.53",,,,,6,"$1,364.53"
CY2018,4 - STATE,DEPARTMENT OF STATE HOSPITALS,6,"$4,456.37",,,1,$14.01,7,"$4,470.38"
CY2018,4 - STATE,DEPARTMENT OF STATE HOSPITALS,5,"$2,032.69",,,,,5,"$2,032.69"
CY2018,4 - STATE,CA STUDENT AID COMMISSION,34,"$31,036.14",,,3,$765.50,37,"$31,801.64"
CY2018,4 - STATE,UC SANTA BARBARA,937,"$213,046.50",1,"$1,000.00",24,"$1,662.29",962,"$215,708.79"
CY2018,4 - STATE,DEPARTMENT OF DEVELOPMENTAL SERVIC,188,"$195,809.53",,,7,$812.25,195,"$196,621.78"
CY2018,4 - STATE,CSU MARITIME ACADEMY,42,"$21,876.13",,,1,$63.00,43,"$21,939.13"
CY2018,4 - STATE,HOUSING & COMMUNITY DEVELOPMENT,1,$299.00,,,,,1,$299.00
CY2018,4 - STATE,STATE WATER RESOURCES CONTROL BOA,1,$519.37,,,,,1,$519.37
CY2018,4 - STATE,CALIFORNIA STATE LOTTERY,135,"$62,359.21",7,"$6,297.00",10,"$2,033.57",152,"$70,689.78"
CY2018,4 - STATE,DEPARTMENT OF INSURANCE,2,$86.00,,,,,2,$86.00
CY2018,4 - STATE,CALVCB,14,"$5,075.90",,,1,"$2,192.40",15,"$7,268.30"
CY2018,4 - STATE,FAIR POLITICAL PRACTICES COMMISSION,11,$996.80,,,1,$6.00,12,"$1,002.80"
CY2018,4 - STATE,STATE CONTROLLER'S OFFICE,4,"$2,611.50",,,,,4,"$2,611.50"
CY2018,4 - STATE,STATE CONTROLLER'S OFFICE,3,"$4,699.49",,,,,3,"$4,699.49"
CY2018,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,661,"$156,076.92",5,$957.31,16,$750.20,682,"$157,784.43"
CY2018,4 - STATE,DEPT OF SOCIAL SERVICES,10,"$3,664.60",,,2,$408.99,12,"$4,073.59"
CY2018,4 - STATE,CSU CHANCELLOR'S OFFICE,11,"$3,087.19",,,,,11,"$3,087.19"
CY2018,4 - STATE,FRESNO STATE,101,"$13,220.47",1,$112.00,2,$140.00,104,"$13,472.47"
CY2018,4 - STATE,FRANCHISE TAX BOARD,"2,070","$2,189,065.91",,,,,"2,070","$2,189,065.91"
CY2018,4 - STATE,DEPT. OF HEALTH CARE,2,$107.00,,,,,2,$107.00
CY2018,4 - STATE,BAY CALIF. STATE UNIV.,6,$956.43,,,,,6,$956.43
CY2018,4 - STATE,CDPH - GENETIC DISEASE BRANCH,"5,136","$828,923.97",17,"$3,146.72",72,"$4,985.44","5,225","$837,056.13"
CY2018,4 - STATE,UCLA DEBT MANAGEMENT SERVICES (DMS,751,"$278,703.68",1,$71.50,51,"$7,405.43",803,"$286,180.61"
CY2018,4 - STATE,CA DEPT OF SOCIAL SERVICES,134,"$37,516.31",6,$271.47,,,140,"$37,787.78"
CY2018,4 - STATE,EMPLOYMENT DEVELOPMENT DEPARTMEN,42,"$45,257.05",1,"$1,000.00",1,$556.46,44,"$46,813.51"
CY2018,4 - STATE,CSU DOMINGUEZ HILLS,94,"$10,819.47",2,$30.39,,,96,"$10,849.86"
CY2018,4 - STATE,CA DEPT OF TAX AND FEE ADMIN,192,"$101,998.77",1,$711.06,9,"$4,266.44",202,"$106,976.27"
CY2018,4 - STATE,BUREAU LEGISLATIVE,1,$11.02,,,,,1,$11.02
CY2018,4 - STATE,STATEWIDE HEALTH,36,"$33,509.37",,,,,36,"$33,509.37"
CY2018,4 - STATE,CENTER CANYON SPRINGS,1,"$1,503.00",,,,,1,"$1,503.00"
CY2018,4 - STATE,AFFAIRS DEPT OF,29,"$5,503.98",,,,,29,"$5,503.98"
CY2018,4 - STATE,DDS/ANNUAL FAMILY PROGRAM FEE,"1,200","$233,011.11",4,"$1,200.00",32,"$1,850.86","1,236","$236,061.97"
CY2018,4 - STATE,"UNIVERSITY OF CALIFORNIA, BERKELEY",239,"$83,552.61",4,$349.44,,,243,"$83,902.05"
CY2018,4 - STATE,OFFICE STATE,2,"$2,103.00",,,,,2,"$2,103.00"
CY2018,4 - STATE,DEAF - RIVERSIDE CA SCHOOL FOR,3,$398.69,,,,,3,$398.69
CY2018,4 - STATE,OF EMERGENCY CA GOVERNOR'S,1,$321.00,,,,,1,$321.00
CY2018,4 - STATE,SCIENCE CENTER,2,$47.03,,,,,2,$47.03
CY2018,4 - STATE,COMMISSION SAN DIEGO,47,"$21,724.00",,,,,47,"$21,724.00"
CY2018,4 - STATE,BENEFIT EXCHANGE CA,8,"$1,384.48",,,,,8,"$1,384.48"
CY2018,4 - STATE,HEALTH CARE SERVICES CA DEPT,5,$666.11,,,,,5,$666.11
CY2018,4 - STATE,UTILITY COMMISSION CA,3,"$1,379.32",,,,,3,"$1,379.32"
CY2018,4 - STATE,DEPT OF CHILD SUPPORT,3,$471.89,,,,,3,$471.89
CY2018,4 - STATE,CSU NORTHRIDGE,203,"$24,688.55",1,$127.00,7,$440.68,211,"$25,256.23"
CY2018,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,"78,710","$16,465,201.06",286,"$90,975.20","1,186","$104,034.34","80,182","$16,660,210.60"
CY2018,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,"3,438","$554,703.53",23,"$8,990.00",40,"$6,023.06","3,501","$569,716.59"
CY2018,4 - STATE,NORWALK HOUSING AUTHORITY,4,$841.42,,,,,4,$841.42
CY2018,4 - STATE,DMV-FTB REGISTRATION COLLECTIONS,389,"$59,827.36",3,$967.00,7,"$2,356.38",399,"$63,150.74"
CY2018,4 - STATE,HOUSING AUTHORITY,9,"$2,326.00",,,,,9,"$2,326.00"
CY2018,4 - STATE,STATE BAR OF,134,"$180,243.55",34,"$8,850.90",,,168,"$189,094.45"
CY2018,4 - STATE,STATE HOSPITAL,13,"$6,915.21",3,$10.61,,,16,"$6,925.82"
CY2018,4 - STATE,UNIVERSITY OF,699,"$195,568.74",14,$722.34,,,713,"$196,291.08"
CY2018,5 - COUNTY SUPERIOR COURT,- COUNTY SUPERIOR COURT KERN COUNTY SUPERIOR COURT,"6,099","$1,853,561.92",36,"$27,085.26",133,"$27,429.58","6,268","$1,908,076.76"
CY2018,5 - COUNTY SUPERIOR COURT,"SUPERIOR COURT CA, VENTURA COUNTY","6,455","$2,168,667.93",66,"$65,780.59",190,"$36,387.11","6,711","$2,270,835.63"
CY2018,5 - COUNTY SUPERIOR COURT,OF INYO SUPERIOR COURT OF CA,18,"$4,000.12",1,$335.00,2,$185.75,21,"$4,520.87"
CY2018,5 - COUNTY SUPERIOR COURT,SOLANO SUPERIOR COURT,"1,929","$809,236.74",20,"$10,615.50",64,"$13,310.30","2,013","$833,162.54"
CY2018,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT IMPERIAL,127,"$50,581.50",1,$171.25,,,128,"$50,752.75"
CY2018,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF CALIFORNIA,"8,894","$2,829,591.84",60,"$38,021.12",348,"$58,441.77","9,302","$2,926,054.73"
CY2018,5 - COUNTY SUPERIOR COURT,ANGELES SUPERIOR COURT-TRAFFIC,"12,515","$4,891,420.99",81,"$57,269.38",383,"$61,570.30","12,979","$5,010,260.67"
CY2018,5 - COUNTY SUPERIOR COURT,OF MARIPOSA SUPERIOR COURT,57,"$27,205.93",1,$672.00,4,$855.18,62,"$28,733.11"
CY2018,5 - COUNTY SUPERIOR COURT,CALAVERAS SUPERIOR COURT,9,"$5,056.00",,,,,9,"$5,056.00"
CY2018,5 - COUNTY SUPERIOR COURT,SAN DIEGO SUPERIOR COURT,"18,336","$4,860,237.57",83,"$56,988.22",621,"$96,476.02","19,040","$5,013,701.81"
CY2018,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF CALIFORNIA,"1,563","$559,137.29",6,"$4,834.60",27,"$4,722.44","1,596","$568,694.33"
CY2018,5 - COUNTY SUPERIOR COURT,NAPA SUPERIOR COURT,"2,421","$835,869.41",12,"$8,627.26",72,"$10,005.04","2,505","$854,501.71"
CY2018,5 - COUNTY SUPERIOR COURT,CONTRA COSTA SUPERIOR COURT,"6,511","$2,235,050.13",51,"$114,988.07",268,"$68,239.74","6,830","$2,418,277.94"
CY2018,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF TULARE COUNTY,"1,126","$407,376.41",5,"$2,271.00",13,"$3,499.41","1,144","$413,146.82"
CY2018,5 - COUNTY SUPERIOR COURT,SISKIYOU COUNTY SUPERIOR COURT,233,"$104,563.70",2,"$1,873.19",4,$953.43,239,"$107,390.32"
CY2018,5 - COUNTY SUPERIOR COURT,YOLO SUPERIOR COURT OF CA,"2,455","$973,805.54",16,"$20,023.96",85,"$19,525.43","2,556","$1,013,354.93"
CY2018,5 - COUNTY SUPERIOR COURT,ORANGE COUNTY SUPERIOR COURT,"2,369","$573,812.99",6,"$3,135.00",37,"$4,972.98","2,412","$581,920.97"
